,customerID,Partner,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,CLTV,Satisfaction Score,Churn,AgeGroup
3555,6331-EWIEB,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,20,85.25,2414,2,Yes,Middle Age (30–59)
3556,0895-LNKRC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,6,19.45,3461,4,No,Middle Age (30–59)
3557,2045-BMBTJ,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),33,59.45,3116,4,No,Senior (≥ 60)
3558,8417-GSODA,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),28,92.2,5116,4,No,Middle Age (30–59)
3559,5171-EPLKN,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27,19.85,2176,4,No,Under 30
3560,4452-QIIEB,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,7,43.9,3565,5,No,Middle Age (30–59)
3561,5998-VVEJY,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,26,80.5,2729,3,Yes,Middle Age (30–59)
3562,1624-NALOJ,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,5,89.8,2960,1,Yes,Senior (≥ 60)
3563,6741-EGCBI,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),30,90.5,5983,3,No,Senior (≥ 60)
3564,7820-ZYGNY,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),63,90.45,4616,3,No,Middle Age (30–59)
3565,4317-VTEOA,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,50.75,5355,2,Yes,Middle Age (30–59)
3566,9677-AVKED,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,53,84.6,4733,5,No,Middle Age (30–59)
3567,1670-SVOWZ,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),14,89.65,2504,1,Yes,Middle Age (30–59)
3568,2227-JRSJX,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21,99.15,5324,3,No,Under 30
3569,9847-HNVGP,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,17,19.95,2221,5,No,Under 30
3570,6696-YDAYZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,16,20.5,2856,3,No,Middle Age (30–59)
3571,8980-WQFWL,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,35,62.1,5315,4,No,Middle Age (30–59)
3572,1730-ZMAME,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,32,79.5,3041,4,No,Senior (≥ 60)
3573,6506-EYCNH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28,19.55,3948,4,No,Under 30
3574,4634-JLRJT,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,20.35,2183,4,No,Middle Age (30–59)
3575,9501-UKKNL,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,59,51.7,6107,3,No,Middle Age (30–59)
3576,2560-QTSBS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),72,23.3,4152,5,No,Under 30
3577,7541-YLXCL,No,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,36,65.4,5220,1,Yes,Under 30
3578,4795-WRNVT,No,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,40,65.1,3885,3,No,Middle Age (30–59)
3579,6080-TCMYC,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,40,81.2,5370,3,No,Middle Age (30–59)
3580,0260-ZDLGK,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,9,72.9,3585,1,Yes,Middle Age (30–59)
3581,7860-UXCRM,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),63,74.5,6382,4,No,Under 30
3582,6357-JJPQT,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,3,80.5,2032,5,No,Middle Age (30–59)
3583,2292-XQWSV,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,40,60.3,3724,4,No,Under 30
3584,9552-TGUZV,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,8,75.0,5413,3,No,Middle Age (30–59)
3585,5913-INRQV,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,34,90.15,3202,3,No,Senior (≥ 60)
3586,8722-NGNBH,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,5,40.0,3125,1,Yes,Under 30
3587,6210-KBBPI,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),9,99.45,2313,1,Yes,Senior (≥ 60)
3588,9643-YBLUR,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),9,69.05,2907,4,No,Under 30
3589,8734-FNWVH,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),31,59.7,2425,5,No,Under 30
3590,9447-YPTBX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),50,19.85,4358,5,No,Middle Age (30–59)
3591,0133-BMFZO,No,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,2,86.25,3529,2,Yes,Middle Age (30–59)
3592,6128-CZOMY,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,45.65,4689,2,Yes,Middle Age (30–59)
3593,9540-JYROE,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,8,70.1,2899,1,Yes,Middle Age (30–59)
3594,9026-LHEVG,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,9,40.75,2973,4,No,Middle Age (30–59)
3595,2260-USTRB,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2,70.2,2767,1,Yes,Senior (≥ 60)
3596,3656-TKRVZ,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,3,55.35,5787,2,Yes,Under 30
3597,7011-CVEUC,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),25,95.7,4535,5,No,Middle Age (30–59)
3598,6185-TASNN,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,46.3,2546,4,No,Senior (≥ 60)
3599,7925-PNRGI,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,45,81.3,3111,3,No,Middle Age (30–59)
3600,8623-TMRBY,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,51,84.2,6245,2,Yes,Senior (≥ 60)
3601,1552-CZCLL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),55,20.0,4277,4,No,Middle Age (30–59)
3602,3038-PQIUY,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),38,66.15,4933,4,No,Middle Age (30–59)
3603,1501-SGHBW,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,2,45.85,3843,1,Yes,Middle Age (30–59)
3604,9313-CDOGY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38,19.6,3854,3,No,Middle Age (30–59)
3605,8148-BPLZQ,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,34,49.8,2711,4,No,Middle Age (30–59)
3606,2623-DRYAM,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,70,101.75,5596,3,No,Under 30
3607,9987-LUTYD,No,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,13,55.15,3161,4,No,Under 30
3608,3208-YPIOE,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,39,75.25,4696,3,Yes,Middle Age (30–59)
3609,4488-KQFDT,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,61,103.95,4148,4,No,Under 30
3610,2612-RANWT,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),12,100.15,3682,2,Yes,Under 30
3611,5693-PIPCS,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),41,99.65,2640,5,No,Under 30
3612,0491-KAPQG,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21,73.7,2071,5,No,Under 30
3613,1925-LFCZZ,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),55,50.05,4932,4,No,Senior (≥ 60)
3614,8039-EQPIM,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),69,60.25,5717,3,No,Under 30
3615,6900-PXRMS,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,26,105.75,3157,1,Yes,Senior (≥ 60)
3616,8707-RMEZH,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),69,87.3,4148,3,No,Senior (≥ 60)
3617,3346-BRMIS,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,18,48.35,2167,2,Yes,Senior (≥ 60)
3618,3209-ZPKFI,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,47,54.25,2320,5,No,Under 30
3619,6479-VDGRK,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),72,85.3,4456,3,No,Middle Age (30–59)
3620,9373-WSLOY,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,33,50.0,5600,3,No,Senior (≥ 60)
3621,2933-FILNV,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2,24.4,2635,3,Yes,Middle Age (30–59)
3622,3569-JFODW,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),72,90.95,5096,3,No,Under 30
3623,9819-FBNSV,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),37,72.25,4121,3,No,Senior (≥ 60)
3624,9544-PYPSJ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),62,96.1,5868,4,No,Senior (≥ 60)
3625,1591-XWLGB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),71,19.85,4121,4,No,Middle Age (30–59)
3626,0396-UKGAI,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),23,55.3,4028,4,No,Under 30
3627,3243-ZHOHY,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,16,20.1,5052,3,No,Middle Age (30–59)
3628,5186-EJEGL,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,9,69.5,3628,3,No,Under 30
3629,7527-QNRUS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,17,25.15,3931,3,No,Middle Age (30–59)
3630,9986-BONCE,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),4,20.95,5822,1,Yes,Middle Age (30–59)
3631,2722-JMONI,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,49.55,4989,1,Yes,Senior (≥ 60)
3632,2203-GHNWN,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,24,79.65,3816,4,No,Under 30
3633,3878-AVSOQ,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,71.25,5033,4,No,Senior (≥ 60)
3634,3258-SYSWS,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),72,113.8,4598,3,No,Senior (≥ 60)
3635,5296-PSYVW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,72,24.55,4169,4,No,Middle Age (30–59)
3636,6319-QSUSR,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),11,19.7,3838,4,No,Middle Age (30–59)
3637,4083-EUGRJ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,9,20.25,3361,1,Yes,Middle Age (30–59)
3638,7579-OOPEC,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),2,50.15,5461,1,Yes,Senior (≥ 60)
3639,0512-FLFDW,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),60,100.5,6442,5,No,Senior (≥ 60)
3640,1771-OADNZ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,29,95.9,2151,3,Yes,Senior (≥ 60)
3641,0487-CRLZF,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),49,74.45,4517,5,No,Middle Age (30–59)
3642,2107-FBPTK,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,30,104.1,5655,4,No,Senior (≥ 60)
3643,9451-WLYRI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),53,19.05,6160,5,No,Middle Age (30–59)
3644,8219-VYBVI,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,39,25.0,4295,4,No,Middle Age (30–59)
3645,1991-VOPLL,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,9,19.05,3248,4,No,Middle Age (30–59)
3646,9738-QLWTP,No,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,39,81.9,3446,4,No,Middle Age (30–59)
3647,1016-DJTSV,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,8,69.7,5242,4,No,Senior (≥ 60)
3648,9419-IPPBE,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,51,90.15,5692,3,No,Under 30
3649,0174-QRVVY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),71,25.35,5747,5,No,Under 30
3650,5699-BNCAS,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,71,24.65,4788,3,No,Senior (≥ 60)
3651,2900-PHPLN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),70,19.55,5209,3,No,Senior (≥ 60)
3652,0612-RTZZA,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,25.25,4628,2,Yes,Senior (≥ 60)
3653,8106-GWQOK,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),38,60.0,2187,3,No,Middle Age (30–59)
3654,8751-EDEKA,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),28,89.9,3676,4,No,Middle Age (30–59)
3655,6878-GGDWG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32,19.4,3846,4,No,Middle Age (30–59)
3656,4039-PIMHX,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,49,49.8,4306,3,No,Senior (≥ 60)
3657,8450-LUGUK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),37,24.1,3753,4,No,Middle Age (30–59)
3658,3604-WLABM,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,10,54.25,2253,4,No,Middle Age (30–59)
3659,0795-GMVQO,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),67,109.9,5416,4,No,Middle Age (30–59)
3660,2259-OUUSZ,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),7,35.5,5124,3,No,Under 30
3661,1142-IHLOO,No,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),51,87.55,6021,4,No,Middle Age (30–59)
3662,6410-LEFEN,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,9,45.15,3757,1,Yes,Middle Age (30–59)
3663,4633-MKHYU,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,9,88.4,2952,5,No,Under 30
3664,6257-RJOHI,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,4,50.8,4521,5,No,Middle Age (30–59)
3665,1545-JFUML,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,71,99.0,5295,3,No,Middle Age (30–59)
3666,3194-ORPIK,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50,84.4,5135,1,Yes,Middle Age (30–59)
3667,7826-VVKWT,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,24,96.55,4309,5,No,Senior (≥ 60)
3668,1353-GHZOS,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),22,59.75,3947,3,No,Under 30
3669,2587-EKXTS,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,44,111.5,2827,4,No,Middle Age (30–59)
3670,5442-BXVND,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33,24.25,5531,5,No,Middle Age (30–59)
3671,8816-VXNZD,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,75.1,4335,2,Yes,Middle Age (30–59)
3672,9378-FXTIZ,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),54,70.15,4596,3,Yes,Middle Age (30–59)
3673,1723-HKXJQ,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,42,101.75,5545,2,Yes,Middle Age (30–59)
3674,7825-GKXMW,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,45.8,5973,1,Yes,Middle Age (30–59)
3675,9753-OYLBX,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,20.5,4454,5,No,Middle Age (30–59)
3676,2364-UFROM,No,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,30,70.4,3380,3,No,Middle Age (30–59)
3677,6656-JWRQX,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,1,30.55,5565,4,No,Middle Age (30–59)
3678,6473-ULUHT,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,16,84.9,2269,3,No,Under 30
3679,1240-KNSEZ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,20.1,4933,3,Yes,Middle Age (30–59)
3680,0836-SEYLU,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,9,40.65,4800,1,Yes,Middle Age (30–59)
3681,4433-JCGCG,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,46,101.0,2436,1,Yes,Senior (≥ 60)
3682,3716-BDVDB,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.1,5795,1,Yes,Middle Age (30–59)
3683,7688-AWMDX,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),71,54.5,4957,3,No,Under 30
3684,2842-BCQGE,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),43,75.35,4898,5,No,Middle Age (30–59)
3685,7244-QWYHG,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),50,44.45,5363,4,No,Under 30
3686,5899-MQZZL,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,13,75.0,2189,2,Yes,Under 30
3687,6849-OYAMU,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),19,100.0,2608,2,Yes,Middle Age (30–59)
3688,5312-UXESG,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),41,98.05,5614,4,No,Middle Age (30–59)
3689,9488-HGMJH,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,71.15,5287,3,Yes,Senior (≥ 60)
3690,6038-GCYEC,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),24,54.15,5153,1,Yes,Under 30
3691,2150-WLKUW,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),40,63.9,2654,3,No,Under 30
3692,7159-FVYPK,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),3,69.15,2301,3,No,Under 30
3693,7032-LMBHI,No,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),37,64.65,5255,3,No,Middle Age (30–59)
3694,1150-WFARN,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),67,108.75,5516,1,Yes,Middle Age (30–59)
3695,6088-BXMRG,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,32,98.85,3149,4,No,Middle Age (30–59)
3696,3144-AUDBS,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,6,49.15,5271,1,Yes,Middle Age (30–59)
3697,4821-SJHJV,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,32,89.6,4444,4,No,Under 30
3698,7346-MEDWM,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,59,83.25,4094,3,No,Middle Age (30–59)
3699,1137-DGOWI,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),30,70.25,5417,4,No,Middle Age (30–59)
3700,5616-PRTNT,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20,19.4,3785,2,Yes,Middle Age (30–59)
3701,3812-LRZIR,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27,24.5,2645,3,No,Middle Age (30–59)
3702,4818-QIUFN,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,20,79.15,4997,1,Yes,Senior (≥ 60)
